Ponto de Venda,Data,Origem / mídia da sessão,Campanha da sessão,Sessões,Transações,Receita,Origem Agrupada
App,13/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3086,0,0.0,Outros Canais
App,13/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,3086,89,27488.969999000008,Outros Canais
App,01/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,3084,87,22965.109976,Outros Canais
App,20/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3080,0,0.0,Outros Canais
App,24/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3077,0,0.0,Outros Canais
App,28/05/2025,google / cpc,Guanabara-DemandGen-Madrugadao-Trafego,3067,0,0.0,Outros Canais
App,02/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3067,0,0.0,Outros Canais
App,09/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3065,0,0.0,Outros Canais
App,12/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,3063,124,31863.100005999993,Outros Canais
App,22/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3061,0,0.0,Outros Canais
App,08/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3057,0,0.0,Outros Canais
App,16/11/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,3057,92,23507.170032999995,Outros Canais
App,18/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3034,0,0.0,Outros Canais
App,05/04/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,3032,126,29399.530029,Outros Canais
App,09/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3029,0,0.0,Outros Canais
App,19/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3021,0,0.0,Outros Canais
App,05/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3019,0,0.0,Outros Canais
App,02/07/2025,google / cpc,P.Max-Geral-Brasil,3017,68,18632.930002,Outros Canais
App,25/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,3017,125,30212.900011,Outros Canais
App,30/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,3015,138,37135.749996,Outros Canais
App,04/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3013,0,0.0,Outros Canais
App,19/04/2026,google / cpc,P.Max-Geral-Brasil,3007,152,28150.409964000002,Outros Canais
App,03/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,3000,0,0.0,Outros Canais
App,10/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2994,0,0.0,Outros Canais
App,11/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2992,0,0.0,Outros Canais
App,01/07/2025,google / cpc,P.Max-Geral-Brasil,2990,80,13346.530008000002,Outros Canais
App,19/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2982,1,0.0,Outros Canais
App,25/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2980,1,153.77,Outros Canais
App,12/04/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2975,100,21608.830027000004,Outros Canais
App,31/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2971,0,0.0,Outros Canais
App,13/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2967,0,0.0,Outros Canais
App,16/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2963,0,0.0,Outros Canais
App,12/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2957,0,0.0,Outros Canais
App,22/05/2025,google / cpc,P.Max-Geral-Brasil,2949,89,12992.050027000001,Outros Canais
App,28/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2949,0,0.0,Outros Canais
App,22/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2944,1,843.389999,Outros Canais
App,06/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2942,0,0.0,Outros Canais
App,23/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2942,0,0.0,Outros Canais
App,09/06/2025,google / cpc,P.Max-Geral-Brasil,2940,91,16003.510005999999,Outros Canais
App,11/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2940,0,0.0,Outros Canais
App,20/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2936,109,24374.170003,Outros Canais
App,26/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2936,0,0.0,Outros Canais
App,06/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2930,0,0.0,Outros Canais
App,17/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2930,0,0.0,Outros Canais
App,10/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2930,0,0.0,Outros Canais
App,27/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2928,84,21216.769991999994,Outros Canais
App,06/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2918,102,27288.339998000003,Outros Canais
App,27/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2916,0,0.0,Outros Canais
App,02/05/2026,google / cpc,P.Max-Geral-Brasil,2912,120,20711.009991,Outros Canais
App,25/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2910,0,0.0,Outros Canais
App,15/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2902,0,0.0,Outros Canais
App,27/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2902,0,0.0,Outros Canais
App,24/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2900,0,0.0,Outros Canais
App,14/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2898,130,31282.299991999993,Outros Canais
App,22/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2893,123,32867.199999000004,Outros Canais
App,02/01/2026,google / cpc,Guanabara-Search-TopRotas,2885,139,39787.289956999986,Outros Canais
App,05/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2883,0,0.0,Outros Canais
App,19/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2881,0,0.0,Outros Canais
App,20/04/2026,google / cpc,Guanabara-Search-Marca-Sampaio,2875,217,38755.47001299999,Outros Canais
App,13/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2871,128,43646.650016,Outros Canais
App,23/04/2026,google / cpc,P.Max-Geral-Brasil,2865,162,31057.799973000005,Outros Canais
App,26/05/2025,google / cpc,P.Max-Geral-Brasil,2863,82,16019.429969,Outros Canais
App,29/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2861,140,38165.090004,Outros Canais
App,02/07/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2859,62,16017.789981000002,Outros Canais
App,13/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2857,104,28217.980012999993,Outros Canais
App,08/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2849,1,184.230001,Outros Canais
App,07/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2849,0,0.0,Outros Canais
App,16/05/2026,google / cpc,P.Max-Geral-Brasil,2845,113,17619.200004,Outros Canais
App,21/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2839,122,34783.479995000016,Outros Canais
App,21/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2831,0,0.0,Outros Canais
App,06/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2830,0,0.0,Outros Canais
App,16/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2827,1,492.96,Outros Canais
App,12/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2821,1,24.640001,Outros Canais
App,07/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2818,88,23201.729989,Outros Canais
App,30/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,2812,1,687.260001,Outros Canais
App,10/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2811,123,38676.800016,Outros Canais
App,11/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2805,115,38069.319999,Outros Canais
App,26/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2801,0,0.0,Outros Canais
App,06/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2801,81,23147.720018,Outros Canais
App,29/05/2025,google / cpc,Guanabara-DemandGen-Madrugadao-Trafego,2798,0,0.0,Outros Canais
App,14/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2798,90,26508.600019000005,Outros Canais
App,05/01/2026,google / cpc,Guanabara-Search-TopRotas,2798,148,44883.34002500001,Outros Canais
App,25/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2797,0,0.0,Outros Canais
App,22/04/2026,google / cpc,P.Max-Geral-Brasil,2792,187,34695.929967,Outros Canais
App,30/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2791,0,0.0,Outros Canais
App,29/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2790,74,21060.629989,Outros Canais
App,18/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2789,111,27411.530021000002,Outros Canais
App,29/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2789,0,0.0,Outros Canais
App,17/05/2026,google / cpc,P.Max-Geral-Brasil,2788,137,23172.38004,Outros Canais
App,04/06/2025,google / cpc,P.Max-Geral-Brasil,2787,101,19959.460016000005,Outros Canais
App,23/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2785,91,21332.509982999993,Outros Canais
App,25/04/2026,google / cpc,P.Max-Geral-Brasil,2770,140,29900.140008,Outros Canais
App,03/07/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2769,85,22362.260045,Outros Canais
App,24/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2768,76,20711.589978000004,Outros Canais
App,27/11/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2767,109,34145.090024,Outros Canais
App,19/05/2025,google / cpc,P.Max-Geral-Brasil,2759,109,21173.799972,Outros Canais
App,27/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2758,1,63.5,Outros Canais
App,02/01/2025,google / cpc,Guanabara-Search-TopRotas,2757,99,26729.160004000005,Outros Canais
App,26/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2757,0,0.0,Outros Canais
App,22/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2750,77,17990.210017000005,Outros Canais
App,25/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2744,125,36641.109986999996,Outros Canais
App,17/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2744,0,0.0,Outros Canais
App,20/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2741,0,0.0,Outros Canais
App,03/04/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2740,122,27767.470009000004,Outros Canais
App,21/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2739,0,0.0,Outros Canais
App,08/03/2025,google / cpc,P.Max-Geral-Brasil,2732,139,21893.849993,Outros Canais
App,25/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,2732,7,1247.5900040000001,Outros Canais
App,15/12/2025,google / cpc,Guanabara-Search-TopRotas,2729,171,44498.569979999986,Outros Canais
App,14/05/2025,google / cpc,P.Max-Geral-Brasil,2725,96,17164.950005,Outros Canais
App,06/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2724,0,0.0,Outros Canais
App,01/05/2026,google / cpc,P.Max-Geral-Brasil,2724,126,22040.47003,Outros Canais
App,25/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2722,83,32830.380012,Outros Canais
App,23/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2722,0,0.0,Outros Canais
App,03/06/2025,google / cpc,P.Max-Geral-Brasil,2720,81,13571.780013,Outros Canais
App,23/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2720,71,26114.559973000007,Outros Canais
App,28/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2710,0,0.0,Outros Canais
App,17/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2708,84,20851.940010000002,Outros Canais
App,09/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2707,0,0.0,Outros Canais
App,28/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2706,0,0.0,Outros Canais
App,02/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2703,70,20092.68998,Outros Canais
App,26/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2698,73,19501.779993,Outros Canais
App,08/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2696,0,0.0,Outros Canais
App,15/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2695,93,28708.689999999995,Outros Canais
App,18/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2693,84,24106.369979000003,Outros Canais
App,01/07/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2681,73,22619.310016000003,Outros Canais
App,24/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2681,0,0.0,Outros Canais
App,12/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2669,1,147.399999,Outros Canais
App,08/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2669,86,22029.510008999998,Outros Canais
App,03/05/2026,google / cpc,P.Max-Geral-Brasil,2667,107,19127.77002,Outros Canais
App,07/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2657,0,0.0,Outros Canais
App,10/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2655,106,24468.270012999998,Outros Canais
App,03/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2653,98,26549.619999,Outros Canais
App,12/01/2026,google / cpc,Guanabara-Search-TopRotas,2649,152,47594.83997500001,Outros Canais
App,09/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2647,0,0.0,Outros Canais
App,26/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2643,71,15688.080017000002,Outros Canais
App,05/06/2025,google / cpc,P.Max-Geral-Brasil,2639,93,12738.229989,Outros Canais
App,19/02/2026,google / cpc,P.Max-Geral-Brasil,2637,62,8599.929989,Outros Canais
App,07/06/2025,google / cpc,P.Max-Geral-Brasil,2633,61,10861.730007,Outros Canais
App,04/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2633,0,0.0,Outros Canais
App,31/03/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,2631,127,33304.059998,Outros Canais
App,25/05/2025,google / cpc,P.Max-Geral-Brasil,2626,59,10108.949993,Outros Canais
App,15/11/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2625,80,19719.830013999996,Outros Canais
App,07/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2624,109,23554.259970000006,Outros Canais
App,18/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2622,1,89.629999,Outros Canais
App,30/11/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2618,116,32534.789991000012,Outros Canais
App,30/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2603,72,16043.709988000002,Outros Canais
App,26/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,2603,4,998.780002,Outros Canais
App,14/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2602,0,0.0,Outros Canais
App,01/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2601,109,25483.179982999998,Outros Canais
App,29/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2589,56,13220.720001999998,Outros Canais
App,05/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2578,1,35.300001,Outros Canais
App,29/08/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2576,0,0.0,Outros Canais
App,24/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2572,71,19146.699991,Outros Canais
App,07/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2572,3,116.580002,Outros Canais
App,09/07/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2567,69,26146.840011999997,Outros Canais
App,03/01/2026,google / cpc,Guanabara-Search-TopRotas,2565,133,41995.30003699999,Outros Canais
App,10/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2563,84,19967.759995000004,Outros Canais
App,27/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2562,61,15948.480018,Outros Canais
App,23/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2560,2,280.74,Outros Canais
App,18/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2555,0,0.0,Outros Canais
App,28/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2554,60,19538.310005000003,Outros Canais
App,19/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2553,101,24884.140011,Outros Canais
App,29/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2552,96,24679.529985,Outros Canais
App,15/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2550,91,22727.420006000008,Outros Canais
App,16/12/2025,google / cpc,Guanabara-Search-TopRotas,2541,162,50906.06997,Outros Canais
App,13/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2539,0,0.0,Outros Canais
App,30/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2537,76,20287.060004,Outros Canais
App,21/04/2026,google / cpc,P.Max-Geral-Brasil,2533,143,31411.520006,Outros Canais
App,27/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2531,113,28761.570022999993,Outros Canais
App,10/02/2026,google / cpc,P.Max-Geral-Brasil,2528,54,10287.409989,Outros Canais
App,08/01/2026,google / cpc,PerformanceMax-Regiao-Nordeste(SemBahia),2524,45,9819.280017,Outros Canais
App,08/12/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2523,84,19728.740018,Outros Canais
App,11/11/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2519,0,0.0,Outros Canais
App,07/01/2026,google / cpc,Guanabara-Search-TopRotas,2519,141,37198.37002300001,Outros Canais
App,08/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2516,94,22201.390014000004,Outros Canais
App,10/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2514,0,0.0,Outros Canais
App,14/04/2025,google / cpc,Guanabara-Search-Marca-Util,2511,178,42738.21998900001,Outros Canais
App,10/11/2025,google / cpc,Guanabara-Search-TopRotas,2510,149,37693.950004,Outros Canais
App,20/04/2026,google / cpc,P.Max-Geral-Brasil,2510,135,22956.48001,Outros Canais
App,30/03/2026,google / cpc,Guanabara-Search-Marca-Sampaio,2509,161,34993.429986999996,Outros Canais
App,13/07/2025,google / cpc,P.Max-Geral-Brasil,2501,30,4735.729996,Outros Canais
App,06/01/2026,google / cpc,Guanabara-Search-TopRotas,2499,151,37235.10999999999,Outros Canais
App,16/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2496,92,26404.290014000002,Outros Canais
App,17/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2494,0,0.0,Outros Canais
App,16/02/2026,google / cpc,P.Max-Geral-Brasil,2489,36,5199.539986,Outros Canais
App,27/11/2025,google / cpc,Guanabara-DemandGen-SessionStart,2484,4,588.320003,Outros Canais
App,01/08/2025,google / cpc,Guanabara-DemandGen-SessionStart,2481,1,23.579998,Outros Canais
App,11/12/2025,google / cpc,Guanabara-Search-TopRotas,2478,150,44001.099999000005,Outros Canais
App,11/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2475,0,0.0,Outros Canais
App,27/05/2025,google / cpc,P.Max-Geral-Brasil,2473,73,15758.070002,Outros Canais
App,30/09/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2464,0,0.0,Outros Canais
App,23/06/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2463,100,24882.660010000007,Outros Canais
App,17/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2461,60,11962.500014000001,Outros Canais
App,26/11/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2461,85,17627.880008,Outros Canais
App,27/02/2026,google / cpc,P.Max-Geral-Brasil,2458,67,8115.660017,Outros Canais
App,15/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2450,0,0.0,Outros Canais
App,24/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2445,0,0.0,Outros Canais
App,23/05/2025,google / cpc,P.Max-Geral-Brasil,2432,84,14099.309987,Outros Canais
App,30/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2432,0,0.0,Outros Canais
App,01/04/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,2430,114,31482.180005000002,Outros Canais
App,01/06/2025,google / cpc,P.Max-Geral-Brasil,2428,83,11469.42001,Outros Canais
App,19/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2428,59,14903.970003,Outros Canais
App,08/09/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2428,130,35601.220010000005,Outros Canais
App,20/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2424,73,20200.290009000004,Outros Canais
App,04/11/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2423,114,28080.239974999993,Outros Canais
App,15/04/2025,google / cpc,Guanabara-Search-Marca-Util,2422,143,39089.269984000006,Outros Canais
App,06/06/2025,google / cpc,P.Max-Geral-Brasil,2420,59,12429.530021,Outros Canais
App,02/01/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,2419,40,12876.340013000003,Outros Canais
App,21/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2419,90,25831.410004000005,Outros Canais
App,29/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2410,0,0.0,Outros Canais
App,03/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2404,1,546.2,Outros Canais
App,02/03/2026,Insider,20260302_insider_sms_ativos_mesdoconsumidor-antecipe,2403,9,1922.319999,CRM
App,16/04/2025,google / cpc,Guanabara-Search-Marca-Util,2402,137,34458.210001,Outros Canais
App,23/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2400,83,26118.819989999993,Outros Canais
App,26/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2399,85,22730.13998700001,Outros Canais
App,29/11/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2399,79,24500.739974999997,Outros Canais
App,20/11/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2388,75,23112.690006,Outros Canais
App,09/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2386,105,25090.670005,Outros Canais
App,09/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2386,86,22655.239986999997,Outros Canais
App,29/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2378,0,0.0,Outros Canais
App,12/11/2025,google / cpc,Guanabara-Search-TopRotas,2378,127,30174.599968000006,Outros Canais
App,08/01/2026,google / cpc,Guanabara-Search-TopRotas,2374,127,41108.02000199999,Outros Canais
App,15/08/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2373,114,23304.91002700001,Outros Canais
App,29/12/2025,google / cpc,Guanabara-Search-TopRotas,2370,119,32777.24997000001,Outros Canais
App,22/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2367,0,0.0,Outros Canais
App,09/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2367,83,21827.490002000006,Outros Canais
App,03/11/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2366,98,25181.889981999997,Outros Canais
App,11/06/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2363,62,13805.709999999997,Outros Canais
App,28/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2363,73,22869.559994,Outros Canais
App,17/04/2025,google / cpc,Guanabara-Search-Marca-Util,2362,139,37152.360042,Outros Canais
App,11/11/2025,google / cpc,Guanabara-Search-TopRotas,2359,124,30221.060028000004,Outros Canais
App,15/07/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,2356,74,19500.950010999994,Outros Canais
App,18/07/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2356,87,22125.19999500001,Outros Canais
App,08/12/2025,google / cpc,Guanabara-Search-TopRotas,2351,133,39278.07996799999,Outros Canais
App,14/07/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2339,0,0.0,Outros Canais
App,30/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2336,0,0.0,Outros Canais
App,25/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2333,77,20283.839989000004,Outros Canais
App,17/03/2026,google / cpc,Guanabara-Search-Marca-Sampaio,2333,123,30038.489997,Outros Canais
App,31/10/2025,google / cpc,Consideration-Guanabara-DemandGen-CentroOeste,2332,0,0.0,Outros Canais
App,26/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2329,0,0.0,Outros Canais
App,17/11/2025,google / cpc,Guanabara-Search-TopRotas,2329,131,34226.169996,Outros Canais
App,23/03/2026,google / cpc,Guanabara-Search-Marca-Real-Expresso,2329,89,26553.619978999996,Outros Canais
App,11/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2321,94,23640.969999999998,Outros Canais
App,13/05/2025,google / cpc,P.Max-Geral-Brasil,2311,84,17980.779968,Outros Canais
App,01/09/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2311,120,25407.560006000003,Outros Canais
App,03/01/2025,google / cpc,Guanabara-Search-TopRotas,2309,86,20911.100008999998,Outros Canais
App,04/05/2026,CRM,20260504_guanabara_pushnews_webpush_comercial,2304,5,591.65,CRM
App,25/06/2025,google / cpc,Guanabara-DemandGen-SessionStart,2303,0,0.0,Outros Canais
App,14/07/2025,google / cpc,Guanabara-Search-NonBranded-TopDestinos,2302,81,18671.489992999996,Outros Canais
App,31/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2300,74,18963.209997,Outros Canais
App,10/03/2025,google / cpc,Guanabara-Search-Marca-Util,2299,162,33832.99000799999,Outros Canais
App,30/06/2025,google / cpc,Guanabara-Conversão-Search-br-Destinos-A-Util,2293,83,17106.439992000003,Outros Canais
App,22/09/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2293,82,22615.640046999997,Outros Canais
App,30/11/2025,facebook / cpc,Performance-Conversão-BlackFriday 2025,2291,15,2288.460009,Outros Canais
App,13/01/2026,google / cpc,Guanabara-Search-TopRotas,2290,130,33887.07999600001,Outros Canais
App,16/04/2025,google / cpc,Guanabara-Search-TopRotas,2288,99,25730.20999600001,Outros Canais
App,26/10/2025,google / cpc,Guanabara-Search-NonBranded-TopKeywords,2286,63,18642.910018000002,Outros Canais
